https://www.transport.act.gov.au/__data/assets/file/0006/1249692/AllStops.csv
#
#
#
Stop	Description	Latitude	Longitude	Street
1029	Duggan St before 1st Pennington Cr	-35.44160166	149.1009066	DUGGAN ST
1030	Duggan St before 2nd Andrew Cr	-35.44160253	149.1011159	DUGGAN ST
1031	Tharwa Dr after Duggan St	-35.44482259	149.1057196	THARWA DR
1032	Tharwa Dr before Duggan St	-35.44445511	149.1039959	THARWA DR
1033	Lawrence Wackett Cr opp Theodore PS	-35.44727518	149.1246129	LAWRENCE WACKETT CR
1034	Theodore PS Lawrence Wackett Cr	-35.44734591	149.124487	LAWRENCE WACKETT CR
1035	Lawrence Wackett Cr after 1st Burdett Cr	-35.44986688	149.1225658	LAWRENCE WACKETT CR
1036	Lawrence Wackett Cr before Chippindall Cct	-35.45000161	149.1224911	LAWRENCE WACKETT CR
1037	Chippindall Cct opp Goldfinch Cct	-35.45082258	149.1200967	CHIPPINDALL CCT
1038	Chippindall Cct after Latchford St	-35.45071976	149.1203044	CHIPPINDALL CCT
1044	Hurtle Av after 1st Noarlunga Cr	-35.43480178	149.0861495	HURTLE AV
1045	Hurtle Av opp 2nd Noarlunga Cr	-35.43472557	149.0859691	HURTLE AV
1046	Barr Smith Av after Salas St	-35.42672978	149.0741785	BARR SMITH AV
1047	Barr Smith Av after Don Dunstan Dr	-35.42689915	149.074185	BARR SMITH AV
1052	Barr Smith Av opp Hurtle Av	-35.43110082	149.0800082	BARR SMITH AV
1053	Barr Smith Av after Hurtle Av	-35.4312631	149.0800597	BARR SMITH AV
1054	Hurtle Av opp Ebenezer St	-35.43440522	149.0835871	HURTLE AV
1055	Hurtle Av after Ebenezer St	-35.43393691	149.0828811	HURTLE AV
1056	Hurtle Av opp Bonython PS	-35.43212577	149.0823102	HURTLE AV
1057	Bonython PS Hurtle Av	-35.43144091	149.0822947	HURTLE AV
1059	Homeworld Soward Way	-35.41868205	149.0678832	SOWARD WAY
1060	Boddington Cr before Reynell Pl	-35.37951661	149.0551171	BODDINGTON CR
1061	Soward Way after Anketell St	-35.41727081	149.0706949	SOWARD WAY
1062	Soward Way before Anketell St	-35.41737903	149.0707451	SOWARD WAY
1063	Tuggeranong Bus Depot Scollay St	-35.4226566	149.0697304	SCOLLAY ST
1064	Scollay St opp Tuggeranong Bus Depot	-35.42180791	149.0692274	SCOLLAY ST
1065	Anketell St before Oakden St	-35.42269666	149.072912	ANKETELL ST
1066	Anketell St before Athllon Dr	-35.4237106	149.0738698	ANKETELL ST
1067	Anketell St opp Tuggeranong Square	-35.41979777	149.0708466	ANKETELL ST
1068	Tuggeranong Square Anketell St	-35.41997561	149.0708325	ANKETELL ST
1069	Ellerston Av before Noorooma St	-35.43039212	149.0881603	ELLERSTON AV
1070	Ellerston Av opp Noorooma St	-35.43012721	149.088257	ELLERSTON AV
1071	Ellerston Av after Keverstone Cct	-35.43159355	149.0887994	ELLERSTON AV
1072	Ellerston Av opp Keverstone Cct	-35.43155476	149.0889052	ELLERSTON AV
1073	Ellerston Av after Jasper Cl	-35.43190311	149.0923706	ELLERSTON AV
1074	Ellerston Av before 2nd Kadina Cr	-35.43167405	149.0920628	ELLERSTON AV
1075	Ellerston Av after Johnston Dr	-35.43396453	149.094672	ELLERSTON AV
1076	Ellerston Av before Johnson Dr	-35.433781	149.0946507	ELLERSTON AV
1077	Outtrim Av before Duggan St	-35.43575311	149.098665	OUTTRIM AV
1078	Outtrim Av opp Duggan St	-35.43568813	149.09841	OUTTRIM AV
1079	Outtrim Av before 2nd Carter Cr	-35.43589945	149.1020152	OUTTRIM AV
1080	Outtrim Av after Gurr St	-35.4359792	149.1019391	OUTTRIM AV
1081	Outtrim Av after 2nd Carter Cr	-35.43606223	149.1046751	OUTTRIM AV
1082	Outtrim Av before Gurr St	-35.43608744	149.1048322	OUTTRIM AV
1083	Outtrim Av after Costello Cct	-35.43562319	149.1094783	OUTTRIM AV
1084	Outtrim Av after Mountain Cct	-35.43570505	149.1094882	OUTTRIM AV
1085	Calwell PS Casey Cr	-35.43869278	149.1103515	CASEY CR
1086	Casey Cr opp Calwell PS	-35.43857993	149.1104125	CASEY CR
1089	Casey Cr after O'Connor Cct	-35.44001879	149.1131367	CASEY CR
1090	Casey Cr opp O'Connor Cct	-35.43995761	149.1132332	CASEY CR
1091	Calwell Park & Ride Johnson Dr	-35.43349929	149.1112844	JOHNSON DR
1092	Casey Cr opp Calwell HS	-35.44111853	149.1159183	CASEY CR
1093	Johnson Dr Opp Calwell Park & Ride	-35.43321043	149.1125942	JOHNSON DR
1094	St Francis of Assisi PS Casey Cr	-35.44106474	149.1188812	CASEY CR
1095	Were St before Tharwa Dr	-35.44038429	149.1207195	WERE ST
1096	Were St after Tharwa Dr	-35.4405347	149.1206761	WERE ST
11	Tuggeranong Depot	-35.4215304	149.0688503	SCOLLAY ST
1109	Louis Loder St at 1st Vonwiller Cr	-35.44564592	149.1167816	LOUIS LODER ST
1110	Louis Loder St before 2nd Hartung Cr	-35.44557577	149.1166696	LOUIS LODER ST
1111	Louis Loder St after 2nd Mehaffey Cr	-35.44653654	149.1145212	LOUIS LODER ST
1112	Louis Loder St opp 1st Hartung Cr	-35.44652285	149.114891	LOUIS LODER ST
1113	Louis Loder St after 1st Cochrane Cr	-35.44800985	149.115224	LOUIS LODER ST
1114	44 Louis Loder St	-35.44812817	149.1152624	LOUIS LODER ST
1115	Louis Loder St before 2nd Vonwiller Cr	-35.45054518	149.1174123	LOUIS LODER ST
1116	Louis Loder St at 2nd Conlon Cr	-35.45059457	149.1172693	LOUIS LODER ST
1117	Clift Cr before Johnson Dr	-35.4332497	149.1184285	CLIFT CR
1118	Clift Cr after Johnson Dr	-35.43311169	149.1182278	CLIFT CR
1119	Clift Cr after 2nd Chauncy Cr	-35.43115696	149.1191711	CLIFT CR
1120	Clift Cr after 1st Fullerton Cr	-35.43111688	149.1193485	CLIFT CR
1121	Deamer Cr before Meeson St	-35.42924114	149.1214394	DEAMER CR
1122	Deamer Cr before Clift Cr	-35.42935535	149.1209423	DEAMER CR
1123	Deamer Cr before 2nd Twamley Cr	-35.43084853	149.1235379	DEAMER CR
1124	Deamer Cr opp 1st Twamley Cr	-35.43091549	149.1234207	DEAMER CR
1125	69 Deamer Cr	-35.43149407	149.1270652	DEAMER CR
1126	Deamer Cr opp 69	-35.43172449	149.1269831	DEAMER CR
1127	Deamer Cr opp 1st Nina Jones Cr	-35.42942446	149.1287939	DEAMER CR
1128	Deamer Cr after 2nd Nina Jones Cr	-35.42978627	149.1286734	DEAMER CR
1129	Deamer Cr after Heagney Cr	-35.42731886	149.1298024	DEAMER CR
1130	Deamer Cr before Heagney Cr	-35.42718878	149.1296128	DEAMER CR
1131	Heagney Cr before Deamer Cr	-35.42648646	149.1309964	HEAGNEY CR
1132	Heagney Cr opp Deamer Cr	-35.42656733	149.1302452	HEAGNEY CR
1133	Heagney Cr before 2nd Couchman Cr	-35.42458849	149.1332118	HEAGNEY CR
1134	Heagney Cr before Enid Lorimer Cct	-35.42469451	149.1330274	HEAGNEY CR
1135	Heagney Cr before 1st Couchman Cr	-35.42304471	149.13492	HEAGNEY CR
1136	Heagney Cr after Enid Lorimer Cct	-35.42302457	149.1345296	HEAGNEY CR
1137	Heagney Cr after 1st Henry Melville Cr	-35.42137872	149.1359938	HEAGNEY CR
1138	Heagney Cr after 2nd Emily Bulcock Cr	-35.42092665	149.1360182	HEAGNEY CR
1139	Heagney Cr opp Gilmore PS	-35.41922869	149.1360967	HEAGNEY CR
1140	Gilmore PS Heagney Cr	-35.41909274	149.1359852	HEAGNEY CR
1143	Proctor St opp Maclean St	-35.41521111	149.1251503	PROCTOR ST
1144	Proctor St after MacLean St	-35.41532733	149.1252569	PROCTOR ST
1147	Chisholm Shops Benham St	-35.41442093	149.1290663	BENHAM ST
1148	Benham St opp Chisholm Shops	-35.41448379	149.1292332	BENHAM ST
1149	Coyne St before Carson St	-35.40900466	149.1279526	COYNE ST
1150	Coyne St opp Carson St	-35.4091584	149.1277717	COYNE ST
1151	19 Coyne St	-35.40916661	149.1231064	COYNE ST
1152	Coyne St opp 19	-35.40922559	149.1227259	COYNE ST
1153	Bugden Av before 2nd Larcombe Cr	-35.4069635	149.1204335	BUGDEN AV
1154	Bugden Av before Coyne St	-35.40675728	149.1204721	BUGDEN AV
1155	Bugden Av before 2nd Demaine Cr	-35.40422895	149.122455	BUGDEN AV
1156	Bugden Av after Fihelly St	-35.404353	149.1219627	BUGDEN AV
1157	Bugden Av before 1st Mullan St	-35.40239464	149.1241355	BUGDEN AV
1158	Bugden Av opp 2nd Mullan St	-35.40123097	149.1235126	BUGDEN AV
1159	Bugden Av after 2nd Mullan St	-35.39851762	149.1221224	BUGDEN AV
1160	Bugden Av opp 309	-35.39862073	149.1222573	BUGDEN AV
1161	Bugden Av after 1st Dash Cr	-35.40024154	149.1156849	BUGDEN AV
1162	Bugden Av after Partridge St	-35.40143642	149.1142716	BUGDEN AV
1163	Bugden Av opp 2nd Maughan Cr	-35.40132029	149.1127689	BUGDEN AV
1164	Bugden Av before 2nd Maughan Cr	-35.40183223	149.1103006	BUGDEN AV
1165	Bugden Av after 1st Appel Cr	-35.40170778	149.1100452	BUGDEN AV
1166	Bugden Av after Sternberg Cr	-35.4026504	149.1074834	BUGDEN AV
1167	Bugden Av before Sternberg Cr	-35.4026915	149.1075561	BUGDEN AV
1168	Bugden Av before 2nd Appel Cr	-35.39954048	149.1158229	BUGDEN AV
1170	Sternberg Cr after Erindale Dr	-35.40226109	149.1032882	STERNBERG CR
1171	Sternberg Cr after Ashley Dr	-35.40194143	149.1005747	STERNBERG CR
1172	Erindale Interchange Plt 1	-35.40364906	149.0991623	COMRIE ST
1173	Erindale Interchange Plt 2	-35.40405265	149.0992818	COMRIE ST
1174	Sternberg Cr before Maltby Cct	-35.40199192	149.1027494	STERNBERG CR
1176	Erindale College McBryde Cr	-35.40390693	149.0959946	MCBRYDE CR
1177	McBryde Cr opp Erindale College	-35.40422429	149.0961482	MCBRYDE CR
1178	Amsinck St after McBryde Cr	-35.40555404	149.0935466	AMSINCK ST
1179	Amsinck St before McBryde Cr	-35.40560076	149.0932957	AMSINCK ST
1180	MacKillop College McBryde Cr	-35.40613911	149.0905811	MCBRYDE CR
1181	McBryde Cr opp MacKillop College	-35.4062638	149.0905645	MCBRYDE CR
1182	Woodcock Dr before Clare Dennis Av	-35.4418634	149.086183	WOODCOCK DR
1183	Woodcock Dr opp Clare Dennis Av	-35.44169171	149.0861544	WOODCOCK DR
1184	Clare Dennis Av before Armbruster St	-35.44304433	149.0859745	CLARE DENNIS AV
1185	Clare Dennis Av before 1st Fred Ln Cr	-35.44515918	149.0878005	CLARE DENNIS AV
1186	Clare Dennis Av before 2nd Fred Ln Cr	-35.44676837	149.0860772	CLARE DENNIS AV
1187	Clare Dennis Av before Preddey Way	-35.44708919	149.0838403	CLARE DENNIS AV
1188	Lewis Luxton Av after Preddy Way	-35.44840199	149.0861216	LEWIS LUXTON AV
1189	Lewis Luxton Av opp Blinkhorn Pl	-35.45043575	149.0890903	LEWIS LUXTON AV
1190	Lewis Luxton Av opp 2nd Cerutty Cr	-35.45290266	149.0879697	LEWIS LUXTON AV
1191	Knoke Av opp Gordon PS	-35.45812089	149.0861181	KNOKE AV
1192	Knoke Av before Oxenham Cct	-35.46057814	149.0856592	KNOKE AV
1193	Knoke Av after Jim Pike Av	-35.46228102	149.0832075	KNOKE AV
1194	Jim Pike Av before Clem Hill St	-35.46201607	149.0799105	JIM PIKE AV
1195	Callaway Cr at 1st Myles Connell Cr	-35.45906768	149.0800472	CALLAWAY CR
1196	39 Callaway Cr	-35.46003557	149.081737	CALLAWAY CR
1197	Bugden Av after 2nd Chataway Cr	-35.39863824	149.1175631	BUGDEN AV
1198	Bugden Av opp 1st Chataway Cr	-35.3980447	149.1182522	BUGDEN AV
1199	Knoke Av after Clem Hill St	-35.46478642	149.0841878	KNOKE AV
1200	Knoke Av after 2nd Harry Hopman Cct	-35.46725896	149.0876412	KNOKE AV
1201	Knoke Av after 1st Harry Hopman Cct	-35.4728071	149.0892812	KNOKE AV
1202	Pockett Av after Bellchambers Cr	-35.47407841	149.0931678	POCKETT AV
1203	Pockett Av after Wilson Cr	-35.47170181	149.0969235	POCKETT AV
1204	Pockett Av after 2nd Ironbark Cr	-35.46947544	149.0976338	POCKETT AV
1205	Pockett Av after Perrin Cct	-35.46755781	149.0953624	POCKETT AV
1206	Pockett Av before Thomas Hart St	-35.46528009	149.094099	POCKETT AV
1207	Tom Roberts Av before Box Hill Av	-35.46382317	149.0964941	TOM ROBERTS AV
1208	Tom Roberts Av opp Charles Conder PS	-35.46532416	149.0984107	TOM ROBERTS AV
1210	Tom Roberts Av before Jane Sutherland St	-35.46630308	149.1056074	TOM ROBERTS AV
1211	Tom Roberts Av before 1st Templestowe Av	-35.46222755	149.1051926	TOM ROBERTS AV
1212	Tom Roberts Av opp John Russell Cct	-35.46122216	149.102208	TOM ROBERTS AV
1213	Tom Roberts Av after Box Hill Av	-35.46041901	149.0992529	TOM ROBERTS AV
1214	Tom Roberts Av after 1st Beaumaris St	-35.46640252	149.10042	TOM ROBERTS AV
1215	Box Hill Av opp Lanyon Marketplace	-35.45617054	149.0924955	BOX HILL AV
1216	Box Hill Av opp St Clare of Assisi PS	-35.45771591	149.0973625	BOX HILL AV
1217	Lanyon Marketplace Box Hill Av	-35.45635411	149.0924628	BOX HILL AV
1218	St Clare of Assisi PS Box Hill Av	-35.45798098	149.0974641	BOX HILL AV
1219	Tom Roberts Av before Box Hill Av	-35.46047002	149.0990151	TOM ROBERTS AV
1220	Tom Roberts Av before Altson Cct	-35.4612967	149.10181	TOM ROBERTS AV
1221	Tom Roberts Av before Lethbridge St	-35.46219872	149.1049847	TOM ROBERTS AV
1223	Charles Conder PS Tom Roberts Av	-35.46485391	149.0979776	TOM ROBERTS AV
1224	Pockett Av before Box Hill Av	-35.46498694	149.0939525	POCKETT AV
1225	Pockett Av before 2nd Tregellas Cr	-35.46759009	149.0952685	POCKETT AV
1226	Pockett Av opp Wiburd St	-35.47039445	149.097662	POCKETT AV
1227	Banks Shops Pockett Av	-35.47243088	149.0959507	POCKETT AV
1228	Pockett Av before Brockway Cct	-35.47349664	149.0917312	POCKETT AV
1229	Knoke Av after Coventry Cl	-35.47284918	149.0894542	KNOKE AV
1230	Knoke Av after Minnett Cl	-35.47076469	149.0888977	KNOKE AV
1231	Knoke Av opp O'Hara Cl	-35.4708757	149.088786	KNOKE AV
1232	Knoke Av before 2nd Mina Wylie Cr	-35.46717622	149.087682	KNOKE AV
1233	Knoke Av before Matson St	-35.46567007	149.0855847	KNOKE AV
1234	Knoke Av opp Jim Pike Av	-35.46198405	149.0836472	KNOKE AV
1235	Knoke Av after Midge St	-35.4606635	149.0857276	KNOKE AV
1237	Lewis Luxton Av before 1st Cerutty Cr	-35.45299548	149.0873463	LEWIS LUXTON AV
1238	Lewis Luxton Av before Blinkhorn Pl	-35.45089565	149.0893424	LEWIS LUXTON AV
1239	61 Lewis Luxton Av	-35.44873321	149.0871426	LEWIS LUXTON AV
1240	Preddy Way at Fingleton Cr	-35.44816376	149.0842051	PREDDEY WAY
1241	Clare Dennis Av before 2nd Noel Ryan Gdn	-35.44654308	149.0854468	CLARE DENNIS AV
1242	Clare Dennis Av opp Churchill Way	-35.44464097	149.0871669	CLARE DENNIS AV
1243	Clare Dennis Av after Woodfull Lp	-35.44312049	149.0858453	CLARE DENNIS AV
1246	Cooleman Court Terminus	-35.34084181	149.0523413	BRIERLY ST
1248	Streeton Dr before 1st Fremantle Dr	-35.34468014	149.0470955	STREETON DR
1249	Streeton Dr before Hindmarsh Dr	-35.34461264	149.0470355	STREETON DR
1250	Fremantle Dr after Streeton Dr	-35.34640742	149.0469356	FREMANTLE DR
1251	Fremantle Dr before Streeton Dr	-35.3465995	149.0470383	FREMANTLE DR
1252	Fremantle Dr before Bunbury St	-35.34828412	149.0492353	FREMANTLE DR
1253	Fremantle Dr opp 1st McKail Cr	-35.34735971	149.0481941	FREMANTLE DR
1258	Namatjira Dr opp St John Vianney	-35.35214593	149.0537608	NAMATJIRA DR
1259	Namatjira Dr after Streeton Dr	-35.3551881	149.0504926	NAMATJIRA DR
1260	St John Vianney Namatjira Dr	-35.35192205	149.0541501	NAMATJIRA DR
1261	Tom Roberts Av after Wiburd St	-35.46656137	149.1005123	TOM ROBERTS AV
1262	Wiburd St before Pockett Av	-35.46993088	149.0986594	WIBURD ST
1263	Namatjira Dr after Badimara St	-35.35511525	149.050801	NAMATJIRA DR
1264	Namatjira Dr opp Perry Dr	-35.35847964	149.0479314	NAMATJIRA DR
1265	Namatjira Dr before Kapunda St	-35.36059127	149.0478065	NAMATJIRA DR
1266	Namatjira Dr opp 204	-35.3634842	149.0497185	NAMATJIRA DR
1267	241 Namatjira Dr	-35.36608786	149.0515156	NAMATJIRA DR
1268	Namatjira Dr opp 241	-35.36600743	149.0513683	NAMATJIRA DR
1269	Namatjira Dr after Perry Dr	-35.35820653	149.0478761	NAMATJIRA DR
1270	Namatjira Dr before Perry Dr	-35.36044324	149.0476575	NAMATJIRA DR
1271	204 Namatjira Dr	-35.363559	149.0496137	NAMATJIRA DR
1272	Kambah Pool Rd after Sulwood Dr	-35.37513623	149.0489632	KAMBAH POOL RD
1273	Kambah Pool Rd after Barritt St	-35.37534047	149.0486151	KAMBAH POOL RD
1274	Barritt St after Kambah Pool Rd	-35.3779915	149.0483651	BARRITT ST
1275	Barritt St before Kambah Pool Rd	-35.37809268	149.0482994	BARRITT ST
1276	Barritt St before Boddington Cr	-35.38020935	149.0518599	BARRITT ST
1277	Barritt St after Boddington Cr	-35.37986095	149.0511951	BARRITT ST
1278	Boddington Cr before Barritt St	-35.38121051	149.0517774	BODDINGTON CR
1279	Boddington Cr after Carleton St	-35.38209106	149.0511525	BODDINGTON CR
1280	Boddington Cr opp Carleton St	-35.38208888	149.0512812	BODDINGTON CR
1281	Boddington Cr before 1st Castley Cct	-35.38503091	149.0505642	BODDINGTON CR
1282	Boddington Cr after 2nd Crozier Cct	-35.38577806	149.0504158	BODDINGTON CR
1283	Boddington Cr after 2nd Castley Cct	-35.38928297	149.0516429	BODDINGTON CR
1284	Boddington Cr after Bateman St	-35.38919208	149.0513675	BODDINGTON CR
1285	Boddington Cr opp McLeod Pl	-35.39004296	149.0536558	BODDINGTON CR
1286	Boddington Cr opp Broad Pl	-35.38919855	149.0566585	BODDINGTON CR
1287	Boddington Cr after McLeod Pl	-35.39031642	149.0537971	BODDINGTON CR
1288	Boddington Cr before Broad Pl	-35.38939468	149.0571578	BODDINGTON CR
1289	O'Halloran Cct opp Boddington Cr	-35.39037596	149.0590355	O'HALLORAN CCT
1290	O'Halloran Cct before Boddington Cr	-35.39036364	149.058859	O'HALLORAN CCT
1291	O'Halloran Cct after 2nd Springbett St	-35.39291178	149.0581939	O'HALLORAN CCT
1292	O'Halloran Cct before 2nd McKillop Cct	-35.39311869	149.0580076	O'HALLORAN CCT
1293	O'Halloran Cct before 1st Snodgrass Cr	-35.3956216	149.0592548	O'HALLORAN CCT
1294	O'Halloran Cct opp 2nd Snodgrass Cr	-35.3958141	149.0592795	O'HALLORAN CCT
1295	O'Halloran Cct before Vansittart Cr	-35.39578951	149.0628856	O'HALLORAN CCT
1296	O'Halloran Cct after Vansittart Cr	-35.39591921	149.0628922	O'HALLORAN CCT
1297	O'Halloran Cct before Ashby Cct	-35.39409865	149.0659241	O'HALLORAN CCT
1298	O'Halloran Cct opp Ashby Cct	-35.393972	149.065792	O'HALLORAN CCT
1299	O'Halloran Cct opp Namadgi School	-35.39307342	149.0676759	O'HALLORAN CCT
13	Tuggeranong Interchange Arrivals	-35.41495463	149.0660799	PITMAN ST
1300	Namadgi School O'Halloran Cct	-35.39257932	149.0682071	O'HALLORAN CCT
1301	Summerland Cct after Vanzetti Cr	-35.39109624	149.0715809	SUMMERLAND CCT
1302	Summerland Cct before 1st Kingsmill St	-35.39097871	149.0714954	SUMMERLAND CCT
1303	Summerland Cct before 2nd Kingsmill St	-35.39002837	149.0735539	SUMMERLAND CCT
1304	Summerland Cct after Livingston Av	-35.39017293	149.0734827	SUMMERLAND CCT
1319	Wheeler Cr before Wanniassa HS	-35.39419545	149.0843694	WHEELER CR
1320	St Anthonys PS Wheeler Cr	-35.39489531	149.0800123	WHEELER CR
1321	Wheeler Cr after Wanniassa HS	-35.39427882	149.0849705	WHEELER CR
1322	Wheeler Cr opp St Anthonys PS	-35.39498207	149.0799474	WHEELER CR
1323	Fincham Cr after Morrissey St	-35.39616013	149.0789108	FINCHAM CR
1324	Fincham Cr after Wheeler Cr	-35.39629977	149.0791258	FINCHAM CR
1325	Fincham Cr before Stutt St	-35.39861349	149.0803005	FINCHAM CR
1326	Fincham Cr after 1st DeGraves Cr	-35.39890182	149.0805182	FINCHAM CR
1327	Forlonge St after Fincham Cr	-35.40105437	149.0812617	FORLONGE ST
1328	Forlonge St before Gair Pl	-35.40141264	149.0809263	FORLONGE ST
1335	Sternberg Cr opp Houston St	-35.40238639	149.0928096	STERNBERG CR
1336	Sternberg Cr opp Whiteman Cr	-35.40120022	149.094982	STERNBERG CR
1337	Sternberg Cr before Houston St	-35.40235007	149.0927205	STERNBERG CR
1338	Sternberg Cr after Whiteman St	-35.40103415	149.0952013	STERNBERG CR
1339	Sternberg Cr after Langdon Av	-35.40143915	149.0982506	STERNBERG CR
1340	Sternberg Cr after Comrie St	-35.40169597	149.0986712	STERNBERG CR
1341	Drakeford Dr after Boddington Cr	-35.3773428	149.0561946	DRAKEFORD DR
1342	Drakeford Dr before Marconi Cr	-35.37734685	149.056592	DRAKEFORD DR
1343	Marconi Cr opp Kambah Village	-35.37892745	149.0576338	MARCONI CR
1344	Kambah Village Marconi Cr	-35.3791361	149.057769	MARCONI CR
1345	Marconi Cr before 2nd Harrington Cct	-35.37783324	149.0606363	MARCONI CR
1346	Marconi Cr after Wyselaskie Cct	-35.37826681	149.0601102	MARCONI CR
1347	Marconi Cr opp Taylor PS	-35.37761388	149.0640319	MARCONI CR
1348	Taylor PS Marconi Cr	-35.37774051	149.0640605	MARCONI CR
1349	Marconi Cr after 2nd Lascelles Cct	-35.37868399	149.0653482	MARCONI CR
1350	Marconi Cr after Inkster St	-35.37872842	149.0654913	MARCONI CR
1351	Marconi Cr after 1st Lascelles Cct	-35.38170097	149.0653139	MARCONI CR
1352	Marconi Cr after Hutchison Cr	-35.38140159	149.0655826	MARCONI CR
1353	Summerland Cct before Hutchison Cr	-35.3833724	149.06747	SUMMERLAND CCT
1354	Summerland Cct opp Hutchison Cr	-35.38346319	149.0674856	SUMMERLAND CCT
1355	Summerland Cct before Mannheim St	-35.38491391	149.0708922	SUMMERLAND CCT
1356	Summerland Cct before 1st Gallagher St	-35.38501975	149.0711338	SUMMERLAND CCT
1357	Summerland Cct after 2nd Lee-Steere Cr	-35.38762383	149.075039	SUMMERLAND CCT
1358	Summerland Cct opp 1st Lee-Steere Cr	-35.38751488	149.0749262	SUMMERLAND CCT
1359	Langdon Av after Dyer Pl	-35.39240857	149.0896452	LANGDON AV
1360	Langdon Av after Macbain St	-35.39231859	149.0893225	LANGDON AV
1361	Langdon Av before Carr Cr	-35.39256835	149.0930159	LANGDON AV
1362	Langdon Av before Billson Pl	-35.39217362	149.093685	LANGDON AV
1363	Wanniassa Hills PS Langdon Av	-35.39215075	149.0957827	LANGDON AV
1364	Langdon Av opp Wanniassa Hills PS	-35.39287918	149.0965601	LANGDON AV
1365	Langdon Av after Gaunson Cr	-35.39634208	149.0963867	LANGDON AV
1366	Langdon Av after Kirkton St	-35.39609598	149.0962306	LANGDON AV
1367	Langdon Av before 2nd Brunton St	-35.39787294	149.0974172	LANGDON AV
1368	Langdon Av before Longmore Cr	-35.39775396	149.0974163	LANGDON AV
1369	Langdon Av before Embling St	-35.40037037	149.0973982	LANGDON AV
1370	Langdon Av before Bussau Cl	-35.40001656	149.0977348	LANGDON AV
1371	Drakeford Dr after Mortimer Lewis Dr	-35.40257749	149.0744226	DRAKEFORD DR
1372	Drakeford Dr before Taverner St	-35.4012281	149.0745719	DRAKEFORD DR
1373	Drakeford Dr after Taverner St	-35.40802772	149.0735393	DRAKEFORD DR
1374	Drakeford Dr after Soward Way	-35.40834759	149.0730763	DRAKEFORD DR
1375	Athllon Dr before Reed St	-35.41815832	149.0644052	ATHLLON DR
1376	Hindmarsh Dr after Ball St	-35.3487421	149.0878296	HINDMARSH DR
1400	Newman-Morris Cct opp 2nd Connibere Cr	-35.40748126	149.0757	NEWMAN MORRIS CCT
1401	Newman-Morris Cct before 1st Connibere Cr	-35.40721819	149.07569	NEWMAN MORRIS CCT
1402	Newman-Morris Cct before 1st Singleton Cr	-35.41085214	149.0750575	NEWMAN MORRIS CCT
1403	77 Newman-Morris Cct	-35.41098817	149.0751678	NEWMAN MORRIS CCT
1404	Newman-Morris Cct after 1st Collocott Cr	-35.41345533	149.0760713	NEWMAN MORRIS CCT
1405	Newman-Morris Cct opp 2nd Collocott Cr	-35.41353468	149.0763322	NEWMAN MORRIS CCT
1406	Newman-Morris Cct before 2nd Cuthbertson Cr	-35.41283774	149.0793756	NEWMAN MORRIS CCT
1407	Newman-Morris Cct before 2nd Maconochie Cr	-35.41329417	149.0786264	NEWMAN MORRIS CCT
1408	Lakeside Leisure Centre Anketell St	-35.41215001	149.0631859	ANKETELL ST
1409	Learmonth Dr after Vansittart Cr	-35.40196855	149.0608663	LEARMONTH DR
1410	Learmonth Dr opp Vansittart Cr	-35.4020837	149.0607746	LEARMONTH DR
1411	Vansittart Cr after 1st Stieglitz Cct	-35.40015575	149.0626027	VANSITTART CR
1412	Vansittart Cr after 1st Ragless Cct	-35.4000887	149.0624645	VANSITTART CR
1413	Learmonth Dr after Athllon Dr	-35.40318088	149.063357	LEARMONTH DR
1414	Learmonth Dr before Athllon Dr	-35.40308435	149.0635197	LEARMONTH DR
1415	Vansittart Cr opp Pinkerton Cct	-35.39722455	149.064054	VANSITTART CR
1416	Vansittart Cr before Pinkerton Cct	-35.39746194	149.0642472	VANSITTART CR
1417	Tuggeranong Pkwy after Sulwood Dr	-35.37304538	149.0568824	TUGGERANONG PWY
1418	Tuggeranong Pkwy before Sulwood Dr	-35.37260369	149.0574094	TUGGERANONG PWY
1435	Clive Steele Av before 2nd Priddle St	-35.41071813	149.1006858	CLIVE STEELE AV
1436	Clive Steele Av opp 1st Priddle St	-35.41089153	149.1007189	CLIVE STEELE AV
1437	Clive Steele Av opp 2nd Brain St	-35.41236037	149.100027	CLIVE STEELE AV
1438	Clive Steele Av before 2nd Brain St	-35.41288481	149.0993656	CLIVE STEELE AV
1439	Clive Steele Av before 2nd Fraenkel St	-35.41411243	149.097043	CLIVE STEELE AV
1440	Clive Steele Av before 2nd Coode St	-35.41444133	149.0967399	CLIVE STEELE AV
1441	Monash Shops Cockcroft Av	-35.41705936	149.0982372	COCKCROFT AV
1442	Cockcroft Av opp Monash Shops	-35.41674181	149.0981981	COCKCROFT AV
1443	Cockcroft Av before Kneeshaw St	-35.41988549	149.0973039	COCKCROFT AV
1444	Goodwin Aged Care Cockcroft Av	-35.4197512	149.0970428	COCKCROFT AV
1445	Charleston St after 2nd William Hudson Cr	-35.41628121	149.0791778	CHARLESTON ST
1446	Charleston St after Blakey Cl	-35.41626274	149.0793601	CHARLESTON ST
1447	Charleston St before 1st William Hudson Cr	-35.41819205	149.0824382	CHARLESTON ST
1448	Charleston St after Hallstrom Cct	-35.41808978	149.0824091	CHARLESTON ST
1449	Clive Steele Av before 1st Balsillie Cr	-35.41667719	149.0862183	CLIVE STEELE AV
